Age,Country,EducationLevel,EducationOther,StudyField,StudyFieldOther,Familiarity,UsesAI,Frequency,Purpose,PurposeOther,Tools,ToolsOther,GPTVersion,GPTPaid,ImproveUnderstanding,ImprovePerformance,TimeStudying,UsageHours,ChangeApproach,DescribeChange,VerifyInfo,Dependency,Benefits,BenefitsOther,Challenge,ChallengeOther,AverageBefore,AverageAfter,YearStarted,HoursPW2021,HoursPW2022,HoursPW2023,HoursPW2024,Improvement2021,Improvement2022,Improvement2023,Improvement2024,LikelihoodContinueUsage,Q8CodingHelp,Q8ConceptUnderstanding,Q8OtherBinary,Q8ResearchAssistance,Q8StudyScheduling,Q8WritingAssistance,ChatGPT,Google Gemini,Jasper,Midjourney,Q9OtherBinary
18,Lebanon,Undergraduate student,,Engineering,,2,No,,"Research assistance,Coding or technical help,Concept understanding",,ChatGPT,,GPT-3.5 (Free),Yes,3,Unsure,No change,2,Yes,Makes coming up with solutions easier and requires less effort,Always,1,Time-saving,,Lack of guidance on usage,,,,2023,,,6,2,,,2,2,3,1,1,0,1,0,0,1,0,0,0,0
18,Lebanon,Undergraduate student,,Engineering,,5,Yes,Daily,"Research assistance,Concept understanding",,"ChatGPT,Google Gemini",,GPT-3.5 (Free),Maybe,4,Definitely yes,Increased,5,No,,Often,1,Increased understanding,,Reliability of information,,93,98,2023,,,2,5,,,4,5,5,0,1,0,1,0,0,1,1,0,0,0
18,Lebanon,Undergraduate student,,Computer Science,,3,Yes,Weekly,Concept understanding,,ChatGPT,,GPT-4 (Paid),,4,Probably yes,No change,1,No,,Always,2,Time-saving,,Reliability of information,,85,85,2023,,,1,1,,,3,3,4,0,1,0,0,0,0,1,0,0,0,0
18,Lebanon,Undergraduate student,,Engineering,,4,Yes,Weekly,"Research assistance,Writing assistance,Concept understanding",,"ChatGPT,Google Gemini",,GPT-3.5 (Free),Yes,4,Probably yes,Increased,4,Yes,"I feel that I better understand what is happening in scientific fields as I ask for derivation of rules/formulas/concepts. Also, it has helped me improve my style, clarity, and vocabulary in many languages.",Often,2,Increased understanding,,Reliability of information,,90,93,2023,,,2,4,,,2,3,5,0,1,0,1,0,1,1,1,0,0,0
17,Lebanon,Undergraduate student,,Engineering,,3,Yes,Weekly,"Research assistance,Writing assistance",,ChatGPT,,GPT-3.5 (Free),Maybe,4,Probably yes,No change,3,No,,Rarely,3,Time-saving,,Reliability of information,,80,81,2023,,,5,3,,,4-May,4-May,5,0,0,0,1,0,1,1,0,0,0,0
18,Lebanon,Undergraduate student,,Engineering,,4,Yes,Daily,"Research assistance,Writing assistance,Coding or technical help,Concept understanding",,ChatGPT,,GPT-3.5 (Free),No,4,Probably yes,No change,,Yes,,Often,2,Increased understanding,,"Ethical concerns (e.g., plagiarism)",,75,85,2023,,,,,,,,,4,1,1,0,1,0,1,1,0,0,0,0
18,Lebanon,Undergraduate student,,Engineering,,5,Yes,Daily,"Research assistance,Writing assistance,Concept understanding",,ChatGPT,,GPT-4 (Paid),,4,Probably yes,No change,10,Yes,,Often,3,Increased understanding,,"Ethical concerns (e.g., plagiarism)",,84,97,2023,,,5,10,,,3,5,5,0,1,0,1,0,1,1,0,0,0,0
18,Lebanon,Undergraduate student,,Engineering,,3,Yes,Weekly,Writing assistance,,ChatGPT,,GPT-3.5 (Free),No,4,Unsure,No change,3,Yes,"instead of reading a text, analyze it and stuff, i ask chat gpt to explain it in a short paragraph and answer questions for me",Rarely,5,Other (please specify),less work,Dependency on AI,,90,95,2023,,,0.5,3,,,1,4,5,0,0,0,0,0,1,1,0,0,0,0
18,Lebanon,Undergraduate student,,Engineering,,4,Yes,Daily,"Research assistance,Writing assistance,Concept understanding",,ChatGPT,,GPT-4 (Paid),,4,Probably yes,Decreased,1,Yes,Easyyy,Rarely,4,Time-saving,,Reliability of information,,75,85,2023,,,1,5,,,3,4,5,0,1,0,1,0,1,1,0,0,0,0
18,Lebanon,Undergraduate student,,Engineering,,5,Yes,Weekly,"Research assistance,Coding or technical help,Concept understanding",,ChatGPT,,GPT-3.5 (Free),No,4,Probably yes,No change,1.5,Yes,use it to understand concepts that i didnt get or the ways to think for something or how something works,Rarely,4,Increased understanding,,Reliability of information,,68,72,2022,,0.25,0.75,1.5,,3,3,3,5,1,1,0,1,0,0,1,0,0,0,0
18,Lebanon,Undergraduate student,,Engineering,,3,Yes,Weekly,"Research assistance,Writing assistance",,ChatGPT,,GPT-4 (Paid),,4,Definitely not,No change,1,No,,Sometimes,1,Enhanced creativity,,"Ethical concerns (e.g., plagiarism)",,,,2021,,,,,,,,,3,0,0,0,1,0,1,1,0,0,0,0
18,Lebanon,Undergraduate student,,Engineering,,2,Yes,Rarely,"Research assistance,Writing assistance",,ChatGPT,,I'm unsure which version I use,,2,Unsure,No change,0,No,,Never,1,Time-saving,,Reliability of information,,88,88,2023,,,0,0,,,1,1,2,0,0,0,1,0,1,1,0,0,0,0
18,Lebanon,Undergraduate student,,Engineering,,3,Yes,Weekly,"Research assistance,Writing assistance,Coding or technical help",,ChatGPT,,GPT-3.5 (Free),Yes,4,Probably not,Decreased,1,Yes,,Always,2,Reduced stress,,Reliability of information,,80,80,2023,,,0,1,,,0,2,4,1,0,0,1,0,1,1,0,0,0,0
18,Lebanon,Undergraduate student,,Medicine,,4,Yes,Monthly,Writing assistance,,ChatGPT,,GPT-3.5 (Free),No,3,Unsure,No change,1,No,,Rarely,1,Time-saving,,"Ethical concerns (e.g., plagiarism)",,91,91,2023,,,0,1,,,4,4,2,0,0,0,0,0,1,1,0,0,0,0
18,Lebanon,Undergraduate student,,Engineering,,5,Yes,Daily,"Research assistance,Writing assistance,Coding or technical help,Study scheduling or organization,Concept understanding,Other (please specify)",,"ChatGPT,Google Gemini",,I use both equally,,5,Definitely yes,No change,5,Yes,It's faster,Always,1,Time-saving,,Reliability of information,,97,97,2023,,,5,5,,,5,5,5,1,1,1,1,1,1,1,1,0,0,0
18,Lebanon,Undergraduate student,,Engineering,,4,Yes,Daily,"Coding or technical help,Concept understanding",,"ChatGPT,Google Gemini",,GPT-3.5 (Free),No,4,Probably yes,No change,3,No,,Sometimes,2,Time-saving,,Dependency on AI,,,,2024,,,,3,,,,3,4,1,1,0,0,0,0,1,1,0,0,0
18,Lebanon ,Undergraduate student,,Engineering,,3,Yes,Daily,"Research assistance,Writing assistance,Concept understanding",,"ChatGPT,Other (please specify)",Quilbot ,GPT-3.5 (Free),No,4,Probably yes,No change,5,Yes,"Now because of AI, I can ask all questions, that I didn't understand in a homework, or lecture and directly get answers which saves time.",Often,3,Time-saving,,"Ethical concerns (e.g., plagiarism)",,90,100,2022,,2,3,4,,3,4,5,4,0,1,0,1,0,1,1,0,0,0,1
18,Lebanon,Undergraduate student,,Engineering,,4,Yes,Monthly,Research assistance,,ChatGPT,,GPT-3.5 (Free),Maybe,3,Probably yes,No change,3,No,,Never,1,Better organization,,"Ethical concerns (e.g., plagiarism)",,91,91,2024,,,,0,,,,1,5,0,0,0,1,0,0,1,0,0,0,0
18,Lebanon,Undergraduate student,,Engineering,,4,Yes,Daily,"Writing assistance,Concept understanding",,ChatGPT,,GPT-4 (Paid),,5,Definitely yes,No change,3,Yes,,Often,4,Increased understanding,,Reliability of information,,50,50,2023,,,1,3,,,3,4,5,0,1,0,0,0,1,1,0,0,0,0
18,Lebanon,Undergraduate student,,Engineering,,4,Yes,Weekly,"Research assistance,Study scheduling or organization,Concept understanding",,ChatGPT,,GPT-3.5 (Free),Maybe,2,Probably yes,No change,2,No,,Often,2,Better organization,,Dependency on AI,,92,94,2024,,,,2,,,,3,5,0,1,0,1,1,0,1,0,0,0,0
18,Lebanon,Undergraduate student,,Engineering,,4,Yes,Weekly,"Research assistance,Writing assistance",,ChatGPT,,GPT-4 (Paid),,3,Unsure,Decreased,2,Yes,,Rarely,3,Time-saving,,"Ethical concerns (e.g., plagiarism)",,80,80,2022,,1,1,3,,4,4,3,4,0,0,0,1,0,1,1,0,0,0,0
18,Lebanon,Undergraduate student,,Engineering,,4,Yes,Daily,"Research assistance,Writing assistance,Coding or technical help,Study scheduling or organization,Concept understanding,Other (please specify)",for every thing,"ChatGPT,Google Gemini",,I use both equally,,4,Definitely yes,Increased,,Yes,ai tools has let me to improve my ideas opens for me more and let me to understand more,Always,4,Increased understanding,,"Ethical concerns (e.g., plagiarism)",,,,2022,,4,5,9,,3,4,4,5,1,1,1,1,1,1,1,1,0,0,0
18,Lebanon,Undergraduate student,,Natural Sciences,,5,Yes,Daily,"Research assistance,Writing assistance,Coding or technical help,Study scheduling or organization,Concept understanding",,ChatGPT,,I use both equally,,4,Definitely yes,Decreased,6,Yes,I ask AI to write summaries that I use to study which minimizes the time I spend on studying,Always,3,Time-saving,,Reliability of information,,85,90,2023,,,3,6,,,1,4,5,1,1,0,1,1,1,1,0,0,0,0
18,Lebanon,Undergraduate student,,Engineering,,4,Yes,Weekly,"Research assistance,Writing assistance,Coding or technical help",,ChatGPT,,GPT-3.5 (Free),No,3,Probably yes,No change,1,No,,Rarely,2,Time-saving,,Reliability of information,,79,88,2022,,1,1,1,,1,3,3,3,1,0,0,1,0,1,1,0,0,0,0
17,Lebanon,Undergraduate student,,Engineering,,3,Yes,Weekly,"Research assistance,Other (please specify)",Checking answers,ChatGPT,,GPT-3.5 (Free),No,1,Definitely not,No change,1,No,,Sometimes,1,Other (please specify),Laziness ,Distraction,,85,85,2024,,,,1,,,,0,3,0,0,1,1,0,0,1,0,0,0,0
18,Lebanon,Undergraduate student,,Engineering,,5,Yes,Daily,"Research assistance,Writing assistance,Coding or technical help,Study scheduling or organization,Concept understanding,Other (please specify)",,"ChatGPT,Google Gemini,Other (please specify)",,GPT-4 (Paid),,5,Definitely yes,Decreased,3,Yes,Quicker,Sometimes,3,Time-saving,,Reliability of information,,80,80,2022,,1,2,3,,3,4,3,3,1,1,1,1,1,1,1,1,0,0,1
18,Lebanon,Undergraduate student,,Engineering,,4,Yes,Daily,"Research assistance,Writing assistance,Coding or technical help,Concept understanding",,ChatGPT,,GPT-4 (Paid),,3,Probably yes,No change,4,No,,Sometimes,2,Time-saving,,Dependency on AI,,80,85,2022,,1,3,5,,3-Oct,4-Oct,6-Oct,5,1,1,0,1,0,1,1,0,0,0,0
18,Lebanon ,Undergraduate student,,Engineering,,5,Yes,Daily,"Research assistance,Writing assistance,Coding or technical help,Study scheduling or organization,Concept understanding",,ChatGPT,,GPT-4 (Paid),,4,Probably yes,No change,5,Yes,,Often,5,Reduced stress,,Reliability of information,,50,50,2021,0.5,1,5,5,2,2,3,5,5,1,1,0,1,1,1,1,0,0,0,0
18,Lebanon,Undergraduate student,,Engineering,,4,Yes,Weekly,"Research assistance,Writing assistance,Concept understanding",,ChatGPT,,GPT-3.5 (Free),Maybe,3,Probably not,No change,1,Yes,,Sometimes,2,Reduced stress,,"Ethical concerns (e.g., plagiarism)",,70,70,2024,,,,1,,,,3,3,0,1,0,1,0,1,1,0,0,0,0
18,Lebanon,Undergraduate student,,Engineering,,4,Yes,Weekly,"Research assistance,Writing assistance,Coding or technical help",,ChatGPT,,GPT-3.5 (Free),Maybe,3,Unsure,Decreased,5,Yes,,Often,1,Time-saving,,Reliability of information,,80,80,2023,,,,,,,,,5,1,0,0,1,0,1,1,0,0,0,0
18,Lebanon,Undergraduate student,,Engineering,,3,Yes,Weekly,"Research assistance,Writing assistance,Study scheduling or organization",,ChatGPT,,GPT-3.5 (Free),Maybe,3,Unsure,No change,,Yes,,Often,2,Better organization,,Reliability of information,,88,88,2024,,,,,,,,,3,0,0,0,1,1,1,1,0,0,0,0
17,Lebanon,Undergraduate student,,Engineering,,4,Yes,Rarely,"Research assistance,Writing assistance,Coding or technical help,Study scheduling or organization,Concept understanding",,ChatGPT,,I use both equally,,4,Unsure,Decreased,1,Yes,I understand assignments better and get them done more efficiently ,Often,3,Time-saving,,Reliability of information,,85,85,2022,,2,3,1,,3,2,2,5,1,1,0,1,1,1,1,0,0,0,0
18,Lebanon ,Undergraduate student,,Engineering,,5,Yes,Daily,"Research assistance,Writing assistance,Concept understanding",,ChatGPT,,GPT-3.5 (Free),Maybe,4,Probably yes,No change,3,Yes,Ai helps giving me ideas and adds up to my creativity ,Sometimes,2,Enhanced creativity,,Dependency on AI,,93,93,2023,,,2,3,,,3,3,5,0,1,0,1,0,1,1,0,0,0,0
18,Lebanon,Undergraduate student,,Engineering,,4,Yes,Weekly,Research assistance,,ChatGPT,,GPT-3.5 (Free),No,3,Probably not,No change,1.5,No,,Sometimes,2,Increased understanding,,Reliability of information,,88,88,2022,,0.5,0,1.5,,3,0,2,4,0,0,0,1,0,0,1,0,0,0,0
18,Lebanon ,Undergraduate student,,Engineering,,4,Yes,Daily,"Research assistance,Writing assistance,Coding or technical help",,ChatGPT,,GPT-3.5 (Free),Maybe,5,Unsure,Decreased,5,Yes,Less stressful ,Sometimes,4,Reduced stress,,Dependency on AI,,,,2023,,,1,5,,,2,4,3,1,0,0,1,0,1,1,0,0,0,0
18,Lebanon,Undergraduate student,,Engineering,,5,Yes,Weekly,"Research assistance,Writing assistance",,"ChatGPT,Other (please specify)",Gauth,GPT-3.5 (Free),Yes,2,Definitely not,No change,1,Yes,"i count on AI to make sure I have correct answers, I ask AI random questions instead of having to look it up in the textbook/lecture notes",Rarely,2,Time-saving,,"Ethical concerns (e.g., plagiarism)",,100,100,2023,,,0,1,,,1,2,5,0,0,0,1,0,1,1,0,0,0,1
18,Lebanon,Undergraduate student,,Engineering,,3,Yes,Weekly,"Research assistance,Writing assistance,Concept understanding",,ChatGPT,,GPT-3.5 (Free),Yes,3,Probably yes,No change,4,Yes,"When approaching ie a writing assignment, i tell chatgpt to give me keypoints from the essay and i transform them into a full text.",Sometimes,3,Enhanced creativity,,Dependency on AI,,82,97,2023,,,1,4,,,1,3,5,0,1,0,1,0,1,1,0,0,0,0
18,Lebanon,Undergraduate student,,Engineering,,4,Yes,Daily,"Writing assistance,Concept understanding",,ChatGPT,,GPT-4 (Paid),,4,Probably yes,No change,6,Yes,I rely immediately on AI tools before using my own knowledge  ,Always,3,Time-saving,,Other (please specify),"Sometimes I get overwhelmed with the amount of information given, so I struggle to put everything together",90,95,2023,,,3,6,,,5,4,4,0,1,0,0,0,1,1,0,0,0,0
27,Lebanon,Graduate student,,Business,,4,Yes,Weekly,"Research assistance,Writing assistance,Coding or technical help,Concept understanding",,"ChatGPT,Google Gemini",,GPT-4 (Paid),,3,Probably not,Decreased,2,Yes,Sometimes i ask to summarize a topic for revision instead of going over the notes. I also ask for pointers or easier ways to go about a certain problem,Rarely,2,Time-saving,,Reliability of information,,85,85,2024,,,,2,,,,1,5,1,1,0,1,0,1,1,1,0,0,0
23,France,Graduate student,,Medicine,,4,Yes,Monthly,"Research assistance,Writing assistance,Concept understanding",,ChatGPT,,GPT-3.5 (Free),No,3,Unsure,No change,2,Yes,time saving ,Often,3,Time-saving,,Reliability of information,,75,80,2023,,,3,2,,,4,3,4,0,1,0,1,0,1,1,0,0,0,0
18,Lebanon,Undergraduate student,,Engineering,,4,Yes,Daily,"Research assistance,Writing assistance,Study scheduling or organization,Concept understanding",,ChatGPT,,I use both equally,,4,Probably yes,No change,7,Yes,summarization/explaining concepts/explanation of details/ideas,Rarely,4,Increased understanding,,Reliability of information,,81,87,2023,,,3,7-Aug,,,3,4,5,0,1,0,1,1,1,1,0,0,0,0
30,Kuwait,Other (please specify),Employee,Arts / Heritage studies,,2,Yes,Rarely,Research assistance,,ChatGPT,,GPT-3.5 (Free),Maybe,3,Probably yes,Decreased,1,No,,Always,3,Time-saving,,Dependency on AI,,63,72,2024,,,,1,,,,3,3,0,0,0,1,0,0,1,0,0,0,0
18,Lebanon,Undergraduate student,,Engineering,,3,Yes,Weekly,"Research assistance,Writing assistance",,ChatGPT,,I'm unsure which version I use,,3,Probably yes,Decreased,0.5,Yes,i started solving some problems i haven’t studied for faster,Rarely,3,Reduced stress,,Dependency on AI,,89,91,2023,,,0.1,0.5,,,2,3,3,0,0,0,1,0,1,1,0,0,0,0
18,Lebanon,Undergraduate student,,Engineering,,3,Yes,Daily,"Research assistance,Writing assistance",,ChatGPT,,I use both equally,,1,Unsure,Decreased,6,Yes,,Sometimes,4,Time-saving,,Dependency on AI,,,,2023,,,2,5,,,2,4,5,0,0,0,1,0,1,1,0,0,0,0
17,Lebanon,Undergraduate student,,Engineering,,3,Yes,Weekly,"Research assistance,Writing assistance,Coding or technical help,Concept understanding",,ChatGPT,,GPT-3.5 (Free),No,3,Probably yes,No change,1,Yes,idk,Often,1,Reduced stress,,Reliability of information,,89,89,2023,,,2,2,,,3,3,5,1,1,0,1,0,1,1,0,0,0,0
18,Lebanon ,Undergraduate student,,Computer Science,,4,Yes,Daily,"Coding or technical help,Concept understanding",,ChatGPT,,GPT-3.5 (Free),Maybe,3,Probably yes,Increased,3,Yes,,Rarely,3,Increased understanding,,Lack of guidance on usage,,50,50,2023,,,,,,,,,5,1,1,0,0,0,0,1,0,0,0,0
18,Lebanon,Undergraduate student,,Engineering,,3,Yes,Weekly,"Research assistance,Concept understanding",,ChatGPT,,GPT-3.5 (Free),No,4,Probably yes,No change,10,Yes,,Rarely,4,Increased understanding,,,,80,80,2024,,,,,,,,,5,0,1,0,1,0,0,1,0,0,0,0
20,Lebanon,Undergraduate student,,Computer Science,,5,Yes,Daily,"Research assistance,Writing assistance,Coding or technical help,Study scheduling or organization,Concept understanding",,ChatGPT,,I use both equally,,5,Definitely yes,No change,20,Yes,I,Sometimes,4,Increased understanding,,Reliability of information,,,,2023,,,,,,,,,5,1,1,0,1,1,1,1,0,0,0,0
18,Lebanon,Undergraduate student,,Engineering,,4,Yes,Daily,"Research assistance,Writing assistance",,ChatGPT,,GPT-3.5 (Free),Maybe,4,Probably yes,No change,4,Yes,it guides me on how to start ,Rarely,3,Reduced stress,,"Ethical concerns (e.g., plagiarism)",,75,82,2024,,,,4,,,,4,5,0,0,0,1,0,1,1,0,0,0,0
18,Lebanon,Undergraduate student,,Computer Science,,4,Yes,Daily,"Research assistance,Coding or technical help,Concept understanding",,ChatGPT,,I use both equally,,3,Probably yes,No change,2,Yes,It’s been helping me understand concepts way better and faster,Rarely,2,Time-saving,,Reliability of information,,81,81,2023,,,1,1,,,3,4,4,1,1,0,1,0,0,1,0,0,0,0
18,Lebanon ,Undergraduate student,,Engineering,,2,Yes,Weekly,Research assistance,,ChatGPT,,GPT-4 (Paid),,4,Probably yes,Decreased,2,No,,Sometimes,2,Increased understanding,,Lack of guidance on usage,,85,95,2023,,,,,,,,,4,0,0,0,1,0,0,1,0,0,0,0
18,Lebanon,Undergraduate student,,Engineering,,3,Yes,Rarely,Writing assistance,,ChatGPT,,I'm unsure which version I use,,2,Definitely not,No change,0,No,,Sometimes,1,Time-saving,,Lack of guidance on usage,,85,85,2023,,,0,0,,,1,1,1,0,0,0,0,0,1,1,0,0,0,0
17,Lebanon,Undergraduate student,,Engineering,,4,Yes,Weekly,"Research assistance,Concept understanding",,"ChatGPT,Other (please specify)",Elicit AI (finding articles),GPT-3.5 (Free),Maybe,5,Definitely yes,Decreased,4,Yes,"If I don’t understand a concept, I ask it to directly explain it in relevance to the question and I understand how to apply it. This is faster than re”studying” everything. It highlights how I should approach the question and my thought process. Definitely has helped me achieve incredibly high grades during my exams :)",Rarely,2,Increased understanding,,Reliability of information,,91,97,2022,,1,2,4,,3,5,5,4,0,1,0,1,0,0,1,0,0,0,1
17,Lebanon,Undergraduate student,,Engineering,,4,Yes,Daily,"Research assistance,Writing assistance,Concept understanding",,ChatGPT,,GPT-3.5 (Free),Yes,3,Unsure,Decreased,2,Yes,,Sometimes,3,Time-saving,,Reliability of information,,90,90,2022,,1,2,4,,2,2,2,4,0,1,0,1,0,1,1,0,0,0,0
18,Lebanon,Undergraduate student,,Computer Science,,4,Yes,Weekly,"Research assistance,Writing assistance,Coding or technical help,Concept understanding",,ChatGPT,,I use both equally,,4,Probably not,Decreased,3,Yes,,Often,3,Time-saving,,Reliability of information,,,,2022,,2,3,3.5,,,,,3,1,1,0,1,0,1,1,0,0,0,0
18,Lebanon,Undergraduate student,,Engineering,,4,Yes,Daily,"Coding or technical help,Concept understanding",,ChatGPT,,GPT-3.5 (Free),Maybe,5,Definitely yes,Decreased,5,Yes,From an open mindset and different ways to tackle problems ,Sometimes,3,Increased understanding,,Reliability of information,,80,90,2023,,,2,5,,,3,3,5,1,1,0,0,0,0,1,0,0,0,0
23,Lebanon,Undergraduate student,,Other (please specify),Dentistry,3,Yes,Weekly,"Study scheduling or organization,Concept understanding",,ChatGPT,,GPT-3.5 (Free),Yes,2,Probably yes,Decreased,4,No,,Often,2,Time-saving,,Dependency on AI,,70,81,2023,,,2,4,,,2,3,4,0,1,0,0,1,0,1,0,0,0,0
18,Lebanon ,Undergraduate student,,Computer Science,,4,Yes,Weekly,"Research assistance,Coding or technical help,Concept understanding",,ChatGPT,,I use both equally,,5,Definitely yes,No change,3,Yes,,Sometimes,3,Time-saving,,"Ethical concerns (e.g., plagiarism)",,85,91,2022,,1,2,4,,0,1,3,5,1,1,0,1,0,0,1,0,0,0,0
24,Lebanon,Undergraduate student,,Other (please specify),Dentistry,5,No,,"Writing assistance,Coding or technical help",,ChatGPT,,I use both equally,,3,Probably yes,No change,1,No,,Sometimes,1,Better organization,,"Ethical concerns (e.g., plagiarism)",,,,2023,,,1,1,,,1,1,3,1,0,0,0,0,1,1,0,0,0,0
18,Lebanon,Undergraduate student,,Computer Science,,5,Yes,Weekly,"Research assistance,Writing assistance,Coding or technical help,Concept understanding",,ChatGPT,,GPT-4 (Paid),,5,Definitely yes,No change,1,Yes,,Always,1,Increased understanding,,"Ethical concerns (e.g., plagiarism)",,90,90,2022,,0,2,1,,0,3,1,5,1,1,0,1,0,1,1,0,0,0,0
18,Lebanon,Undergraduate student,,Other (please specify),CCE,5,Yes,Daily,"Research assistance,Writing assistance,Coding or technical help,Study scheduling or organization,Concept understanding",,ChatGPT,,GPT-3.5 (Free),Yes,3,Probably yes,Decreased,2,Yes,i use ai to get familiar with crucial concepts,Often,3,Increased understanding,,Reliability of information,,90,94,2024,,,,,,,,,5,1,1,0,1,1,1,1,0,0,0,0
20,Lebanon,Undergraduate student,,Computer Science,,5,Yes,Daily,"Research assistance,Writing assistance,Coding or technical help,Study scheduling or organization,Concept understanding",,"ChatGPT,Google Gemini,Other (please specify)",claude ai,GPT-3.5 (Free),No,5,Definitely yes,Increased,,Yes,,Always,5,Time-saving,,Reliability of information,,60,60,2024,,,,,,,,,,1,1,0,1,1,1,1,1,0,0,1
23,Lebanon,Undergraduate student,,Other (please specify),Dentistry,3,Yes,Monthly,Research assistance,,ChatGPT,,GPT-3.5 (Free),Maybe,4,Probably not,Decreased,1,Yes,Help me in my theses,Often,1,Better organization,,Reliability of information,,,,2024,,,,1,,,,2,3,0,0,0,1,0,0,1,0,0,0,0
22,Lebanon,Undergraduate student,,Medicine,,5,Yes,Weekly,"Research assistance,Writing assistance,Study scheduling or organization,Concept understanding",,ChatGPT,,GPT-3.5 (Free),No,4,Probably yes,Increased,3,Yes,Very helpful and organized,Often,3,Better organization,,Reliability of information,,84,84,2022,,1,4,5,,3,4,5,4,0,1,0,1,1,1,1,0,0,0,0
18,Lebanon,Undergraduate student,,Engineering,,3,Yes,Daily,"Research assistance,Writing assistance,Concept understanding",,ChatGPT,,GPT-3.5 (Free),Maybe,4,Probably yes,No change,,Yes,,Never,2,Time-saving,,"Ethical concerns (e.g., plagiarism)",,88,90,2024,,,,3,,,,3,5,0,1,0,1,0,1,1,0,0,0,0
24,Lebanon ,Undergraduate student,,Medicine,,3,Yes,Rarely,"Writing assistance,Concept understanding",,ChatGPT,,GPT-3.5 (Free),Maybe,2,Probably yes,Decreased,0,No,,Rarely,2,Time-saving,,Reliability of information,,,,2024,,,,,,,,,2,0,1,0,0,0,1,1,0,0,0,0
18,Lebanon,Undergraduate student,,Computer Science,,5,Yes,Daily,"Research assistance,Writing assistance,Coding or technical help,Concept understanding",,"ChatGPT,Other (please specify)",NotebookLM,GPT-3.5 (Free),Maybe,4,Definitely yes,Decreased,40,Yes,"Help understand the material, give great examples, give practice exercises.",Rarely,3,Increased understanding,,Dependency on AI,,70,85,2023,,,10,40,,,2,4,5,1,1,0,1,0,1,1,0,0,0,1
18,Lebanon,Undergraduate student,,Engineering,,4,Yes,Daily,"Research assistance,Writing assistance,Concept understanding",,ChatGPT,,GPT-3.5 (Free),No,2,Definitely yes,No change,2,No,,Rarely,2,Increased understanding,,Reliability of information,,93,93,2023,,,0.5,2,,,1,2,5,0,1,0,1,0,1,1,0,0,0,0
23,United Kingdom,Graduate student,,Other (please specify),Physiotherapy,3,Yes,Daily,"Research assistance,Writing assistance,Study scheduling or organization,Concept understanding",,ChatGPT,,GPT-4 (Paid),,3,Probably not,Decreased,1.5,Yes,I now feed my plan to AI and see where I can make Ad justice ,Sometimes,3,Time-saving,,Dependency on AI,,68,68,2023,,,1,1.5,,,2,3,5,0,1,0,1,1,1,1,0,0,0,0
18,Lebanon,Undergraduate student,,Engineering,,3,Yes,Weekly,"Research assistance,Concept understanding",,ChatGPT,,GPT-3.5 (Free),Maybe,4,Probably yes,No change,2,No,,Rarely,2,Increased understanding,,Dependency on AI,,85,87,2023,,,1,2,,,3,2,4,0,1,0,1,0,0,1,0,0,0,0
23,Lebanon,PhD student,,Engineering,,5,Yes,Weekly,"Research assistance,Coding or technical help",,"ChatGPT,Google Gemini",,GPT-3.5 (Free),Maybe,3,Probably not,No change,2,No,,Always,1,Enhanced creativity,,Reliability of information,,84,86,2023,,,1.5,2.5,,,3,3,4,1,0,0,1,0,0,1,1,0,0,0
18,Lebanon,Undergraduate student,,Engineering,,4,Yes,Daily,"Research assistance,Writing assistance,Coding or technical help,Concept understanding",,"ChatGPT,Google Gemini",,GPT-3.5 (Free),Maybe,4,Probably not,No change,3,Yes,brainstorming and getting ideas became faster and easier,Sometimes,2,Increased understanding,,Reliability of information,,92,92,2022,,0.5,1,3,,1,4,2,5,1,1,0,1,0,1,1,1,0,0,0
18,Lebanon,Undergraduate student,,Engineering,,3,Yes,Weekly,"Research assistance,Writing assistance,Coding or technical help,Concept understanding",,ChatGPT,,GPT-3.5 (Free),No,3,Probably yes,Decreased,3,Yes,the ai can solve the homework,Often,3,Time-saving,,Dependency on AI,,75,75,2021,5 to 6,5 to 6,7 to 8,3 to 4,4,4,5,3,4,1,1,0,1,0,1,1,0,0,0,0
18,Lebanon,Undergraduate student,,Other (please specify),,3,Yes,Weekly,"Writing assistance,Concept understanding",,ChatGPT,,GPT-3.5 (Free),No,3,Unsure,No change,1,No,,Often,1,Increased understanding,,Reliability of information,,90,90,2024,,,,1,,,,1,2,0,1,0,0,0,1,1,0,0,0,0
25,United Kingdom,Graduate student,,Other (please specify),Allied health,4,Yes,Weekly,"Writing assistance,Concept understanding",,ChatGPT,,GPT-3.5 (Free),No,4,Probably yes,Decreased,1,Yes,"Proof reads it for me, helps me make sure WI answered all questions",Often,3,Time-saving,,"Ethical concerns (e.g., plagiarism)",,80,85,2023,,,0,1,,,2,4,4,0,1,0,0,0,1,1,0,0,0,0
27,United Kingdom,Graduate student,,Sports Sciences,,4,Yes,Weekly,"Writing assistance,Concept understanding",,ChatGPT,,GPT-3.5 (Free),No,4,Unsure,No change,2,Yes,Use it for clarification ,Often,1,Increased understanding,,Reliability of information,,78,78,2022,,1,2,2,,1,3,3,4,0,1,0,0,0,1,1,0,0,0,0
